City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
603,Dingle,PH,83.3,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
607,Sechura,PE,70.61,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
608,Fare,PF,81.41,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
610,Bela Vista,BR,71.47,light rain,-22.1089,-56.5211,Bella Vista Palace Hotel
612,Pemba,MZ,75.9,broken clouds,-12.974,40.5178,Guesthouse Samotina
614,Wewak,PG,86.27,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
615,Maragogi,BR,77.13,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
616,Dire,ML,71.17,clear sky,12.2833,-10.9667,
617,Faranah,GN,69.1,few clouds,10.0404,-10.7434,Chez mon oncle
619,Kiama,AU,75.38,broken clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
621,Niquero,CU,72.01,scattered clouds,20.0431,-77.5828,Islazul Niquero
622,Am Timan,TD,67.24,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
626,Bireun,ID,84.04,broken clouds,5.203,96.7009,Rumah Bp.AR. ISMAIL
630,Kaeo,NZ,75.33,moderate rain,-35.1,173.7833,Bushido Lodge
631,Edd,ER,75.6,overcast clouds,13.9297,41.6925,
632,Hermosillo,MX,65.37,clear sky,29.0667,-110.9667,ibis Hermosillo
633,Kulhudhuffushi,MV,80.64,broken clouds,6.6221,73.07,Haajy Guest House 1
634,Sungairaya,ID,85.15,broken clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
635,Tocopilla,CL,69.19,clear sky,-22.092,-70.1979,Hotel Galvarino
636,Bilasipara,IN,61.16,clear sky,26.232,90.2347,Inspection Bunglow
637,Ranong,TH,84.13,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
643,Vallenar,CL,70.27,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
645,Guaratinga,BR,72.27,few clouds,-16.5667,-39.5667,Hotel Caraíva
646,Vung Tau,VN,81.34,overcast clouds,10.346,107.0843,Green hotel
651,Karwar,IN,76.15,few clouds,14.8,74.1333,Netalco Connects
652,Bairiki,KI,87.8,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
656,Tonj,SS,68.27,overcast clouds,7.2737,28.6822,Lakan Hotel
659,Maltahohe,,75.52,overcast clouds,-24.8333,16.9833,Maltahöhe Hotel
661,Te Anau,NZ,65.8,clear sky,-45.4167,167.7167,Kingsgate Hotel Te Anau
666,Reforma,MX,67.5,overcast clouds,18.1,-91.0167,
668,Yasothon,TH,78.22,overcast clouds,15.75,104.1333,Ban Suan Varaphan
671,Augusto Correa,BR,74.3,overcast clouds,-1.0217,-46.635,Fazenda Bacuri
672,Kupang,ID,84.52,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
673,Puerto Ayacucho,VE,77.34,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
676,Piraju,BR,69.64,overcast clouds,-23.1936,-49.3839,Hotel Beira Rio
677,Tomatlan,MX,66.76,overcast clouds,19.9333,-105.25,El Salvial
678,Saint-Georges,GD,76.68,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
686,Presidente Olegario,BR,67.19,heavy intensity rain,-18.4178,-46.4181,Cruzeiro Hotel
687,Tiarei,PF,84.22,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
688,Amahai,ID,88.7,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
690,Sapouy,BF,64.45,clear sky,11.5544,-1.7736,Auberge St Louis
694,Meulaboh,ID,83.59,overcast clouds,4.1363,96.1285,Kost Pria
