City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
225,Valle De Allende,MX,2022-02-06 01:54:03,26.9333,-105.4,45.25,38,88,7.49
226,Georgetown,MY,2022-02-06 01:54:03,5.4112,100.3354,82.33,84,20,3.0
227,Juruti,BR,2022-02-06 01:55:04,-2.1522,-56.0922,75.2,88,100,2.26
228,Adrar,MR,2022-02-06 01:52:09,20.5022,-10.0711,63.72,7,0,9.08
229,Aracoiaba,BR,2022-02-06 01:55:04,-4.3711,-38.8142,73.36,89,21,2.48
230,Klaksvik,FO,2022-02-06 01:55:04,62.2266,-6.589,34.72,85,100,13.69
231,Ancud,CL,2022-02-06 01:55:05,-41.8697,-73.8203,59.23,84,88,3.27
232,Innisfail,AU,2022-02-06 01:55:05,-17.5333,146.0333,89.22,78,8,9.15
233,Samarai,PG,2022-02-06 01:55:05,-10.6167,150.6667,84.88,70,100,4.09
234,Tabas,IR,2022-02-06 01:54:36,33.5959,56.9244,43.7,62,0,3.6
235,Wanning,CN,2022-02-06 01:55:07,18.8003,110.3967,69.58,77,93,10.16
236,Tsuyama,JP,2022-02-06 01:55:12,35.05,134.0,40.35,55,73,12.55
237,Nelson Bay,AU,2022-02-06 01:50:52,-32.7167,152.15,77.29,56,68,5.01
238,Bonthe,SL,2022-02-06 01:55:15,7.5264,-12.505,75.4,87,47,3.44
239,Jelling,DK,2022-02-06 01:55:15,55.7559,9.4258,43.12,91,100,16.11
240,Fortuna,US,2022-02-06 01:55:15,40.5982,-124.1573,52.2,82,0,1.01
241,Francistown,BW,2022-02-06 01:55:16,-21.17,27.5079,64.47,83,12,16.46
242,Eureka,US,2022-02-06 01:55:16,40.8021,-124.1637,51.67,81,2,1.99
243,Shakiso,ET,2022-02-06 01:55:16,5.75,38.9167,55.94,45,95,3.51
244,Mahebourg,MU,2022-02-06 01:55:17,-20.4081,57.7,79.25,94,40,10.36
245,Inhambane,MZ,2022-02-06 01:50:58,-23.865,35.3833,76.68,83,80,16.17
246,Peniche,PT,2022-02-06 01:52:02,39.3558,-9.3811,53.1,77,0,12.62
247,Asau,RO,2022-02-06 01:55:17,46.4333,26.4,30.96,81,25,6.67
248,San Quintin,MX,2022-02-06 01:55:18,30.4833,-115.95,57.25,41,0,5.59
249,Sisimiut,GL,2022-02-06 01:55:18,66.9395,-53.6735,1.65,94,100,7.92
250,Gboko,NG,2022-02-06 01:55:18,7.3179,8.9951,73.42,19,0,7.9
251,Soe,ID,2022-02-06 01:55:19,-9.8607,124.284,79.92,63,68,0.63
252,Severnoye,RU,2022-02-06 01:55:19,56.3491,78.3619,10.98,82,100,8.14
253,Bursa,TR,2022-02-06 01:55:19,40.1667,29.0833,21.24,60,62,2.68
254,Fare,PF,2022-02-06 01:55:20,-16.7,-151.0167,81.12,74,25,19.33
255,Fatsa,TR,2022-02-06 01:55:20,41.0278,37.5014,36.55,66,99,8.43
256,New Norfolk,AU,2022-02-06 01:55:20,-42.7826,147.0587,72.72,38,0,3.0
257,Roros,NO,2022-02-06 01:55:21,62.5747,11.3842,26.44,74,20,9.22
258,Cabo San Lucas,MX,2022-02-06 01:52:29,22.8909,-109.9124,66.15,69,3,9.08
259,Chesma,RU,2022-02-06 01:55:22,53.8111,60.6533,10.87,96,100,3.96
260,Sivaki,RU,2022-02-06 01:55:22,52.6333,126.75,2.7,71,99,6.24
261,Kashan,IR,2022-02-06 01:55:23,33.9831,51.4364,42.39,60,0,0.0
262,San Policarpo,PH,2022-02-06 01:55:23,12.1791,125.5072,81.48,72,99,20.04
263,Karangampel,ID,2022-02-06 01:55:23,-6.4622,108.4519,80.01,81,99,15.08
264,Hamilton,US,2022-02-06 01:52:13,39.1834,-84.5333,19.81,86,0,1.01
265,Hanmer Springs,NZ,2022-02-06 01:55:24,-42.5167,172.8167,49.44,97,100,3.47
266,Morant Bay,JM,2022-02-06 01:55:25,17.8815,-76.4093,78.42,64,33,8.59
267,Zhenjiang,CN,2022-02-06 01:55:26,32.2092,119.4342,38.8,47,100,7.56
268,Balaipungut,ID,2022-02-06 01:55:26,1.05,101.2833,73.81,91,97,1.88
269,Luba,GQ,2022-02-06 01:55:26,3.4568,8.5547,75.09,80,4,3.4
270,Metro,ID,2022-02-06 01:55:28,-5.1131,105.3067,76.37,88,100,2.98
271,Talnakh,RU,2022-02-06 01:55:28,69.4865,88.3972,-17.64,100,100,2.66
272,Bulalacao,PH,2022-02-06 01:55:28,12.3254,121.3435,80.8,71,80,27.04
273,Plateros,MX,2022-02-06 01:55:29,23.2167,-102.85,58.6,49,15,9.01
274,Srandakan,ID,2022-02-06 01:55:24,-7.9386,110.2506,69.73,68,44,4.85
275,Olimpia,BR,2022-02-06 01:53:53,-20.7372,-48.9147,71.82,93,100,6.4
276,Payakumbuh,ID,2022-02-06 01:56:31,-0.2202,100.6308,69.33,99,100,2.33
277,Castro,BR,2022-02-06 01:56:31,-24.7911,-50.0119,64.83,97,100,2.39
278,Isakly,RU,2022-02-06 01:56:32,54.1333,51.5333,18.77,97,99,2.68
279,Port Blair,IN,2022-02-06 01:56:32,11.6667,92.75,82.44,78,40,4.61
280,Lorengau,PG,2022-02-06 01:56:32,-2.0226,147.2712,84.31,71,100,8.57
281,Nanortalik,GL,2022-02-06 01:52:35,60.1432,-45.2371,9.14,61,100,13.76
282,Goderich,CA,2022-02-06 01:56:34,43.7501,-81.7165,15.91,73,91,9.22
283,Lufilufi,WS,2022-02-06 01:56:34,-13.8745,-171.5986,85.78,77,91,14.27
284,Otane,NZ,2022-02-06 01:56:34,-39.8833,176.6333,62.01,97,100,13.42
285,Salta,AR,2022-02-06 01:52:08,-24.7859,-65.4117,70.39,72,75,1.99
286,Winnemucca,US,2022-02-06 01:56:36,40.973,-117.7357,36.1,47,4,1.79
